iter	Logloss
202	0.3574048176
203	0.357309343
204	0.3570967955
205	0.3567607845
206	0.3565445127
207	0.3561116544
208	0.3559813289
209	0.3557471615
210	0.3554584801
211	0.3550415445
212	0.3549051998
213	0.354685668
214	0.354468324
215	0.3542347124
216	0.3539665654
217	0.3538050522
218	0.3536626
219	0.3534989619
220	0.3533109492
221	0.3531616044
222	0.3529061477
223	0.3527096833
224	0.3525070414
225	0.35230882
226	0.3520625302
227	0.3518709999
228	0.3517205781
229	0.3514821184
230	0.35129961
231	0.3509921724
232	0.3508508474
233	0.3506320851
234	0.3503933828
235	0.3501991556
236	0.350059467
237	0.3497655238
238	0.3495193419
239	0.3493310728
240	0.3489316206
241	0.3486234798
242	0.3485054862
243	0.3481875051
244	0.3479646625
245	0.3477768773
246	0.3476710464
247	0.3473850086
248	0.347205814
249	0.3470015455
250	0.3466913851
251	0.3465277959
252	0.3462429804
253	0.3459870691
254	0.3457669875
255	0.3456340218
256	0.3452607937
257	0.3450049882
258	0.344834578
259	0.3446356351
260	0.3443411767
261	0.3441451604
262	0.3439780177
263	0.3438307711
264	0.3436396514
265	0.3434396775
266	0.3432322045
267	0.3430554427
268	0.3429243988
269	0.3427042684
270	0.3426198304
271	0.3423863881
272	0.3421908272
273	0.3419963046
274	0.3418219347
275	0.3416274917
276	0.3413394259
277	0.3411763024
278	0.3409664257
279	0.3408000502
280	0.3405727634
281	0.3403795283
282	0.3402091042
283	0.3400859185
284	0.3398342718
285	0.3397166748
286	0.3396128734
287	0.3394452016
288	0.3392315982
289	0.3390231576
290	0.3388486315
291	0.3387461547
292	0.3386230183
293	0.3384353565
294	0.3382641746
295	0.3381341137
296	0.3380032971
297	0.3377608436
298	0.3375950165
299	0.3374418233
300	0.3372369194
301	0.3369620443
302	0.3367079959
303	0.336559158
304	0.3363756404
305	0.3362251567
306	0.3360239421
307	0.3358265907
308	0.335697106
309	0.3355366234
310	0.3353674659
311	0.3351921734
312	0.3350744182
313	0.3347995576
314	0.3345853864
315	0.3342735656
316	0.3341093343
317	0.33393168
318	0.3338229621
319	0.3336798721
320	0.333566208
321	0.3333036486
322	0.3331851365
323	0.3330567809
324	0.332841111
325	0.3327312806
326	0.3324021338
327	0.3322613127
328	0.332040467
329	0.3318418709
330	0.331548767
331	0.331415522
332	0.3312820397
333	0.3311329998
334	0.3309490093
335	0.3307773555
336	0.3306098996
337	0.3303976671
338	0.3302629069
339	0.3301541468
340	0.3299563334
341	0.3297647951
342	0.3296950846
343	0.3295052637
344	0.3294492341
345	0.3292344201
346	0.3289881635
347	0.3287972829
348	0.3285501303
349	0.3283679575
350	0.3282264412
351	0.3280633079
352	0.32791887
353	0.3278656473
354	0.3277214354
355	0.3274562643
356	0.3273492327
357	0.3270030029
358	0.326813464
359	0.3266507061
360	0.3265585681
361	0.3263600096
362	0.3262386304
363	0.3260526617
364	0.3258726817
365	0.3256950879
366	0.3255520975
367	0.325357316
368	0.3252266879
369	0.3249980335
370	0.3248576799
371	0.3246475725
372	0.3244571219
373	0.3242915606
374	0.3240394831
375	0.3236952782
376	0.3235552406
377	0.3234271609
378	0.323247336
379	0.3231195342
380	0.3229351106
381	0.3227315106
382	0.3225049182
383	0.3223843283
384	0.3223067387
385	0.3222303436
386	0.3221344504
387	0.3219704704
388	0.3216709223
389	0.3215625804
390	0.3214328923
391	0.3212586137
392	0.3211109213
393	0.3209662493
394	0.3207885182
395	0.3207029623
396	0.3205562991
397	0.3203806516
398	0.3201345563
399	0.3200537951
400	0.3199061374
401	0.3197062937
402	0.3195771515
403	0.3193931464
404	0.3193266645
405	0.3191750097
406	0.3189896884
407	0.3188157583
408	0.3185714113
409	0.3182747624
410	0.3179801239
411	0.3178056562
412	0.3177281209
413	0.3175916951
414	0.3174626779
415	0.317361305
416	0.3172515037
417	0.3170899924
418	0.3169488678
419	0.3167962262
420	0.316642569
421	0.3165145381
422	0.3164070906
423	0.3162727599
424	0.3161453653
425	0.3158488227
426	0.3158051702
427	0.3155519993
428	0.3154426974
429	0.3153448112
430	0.3151789833
431	0.3150993357
432	0.3148688889
433	0.3147563781
434	0.314639963
435	0.3145144968
436	0.3143594937
437	0.3141864352
438	0.3140409003
439	0.3137714562
440	0.3136090687
441	0.3134509854
442	0.3131880028
443	0.313080426
444	0.3128159061
445	0.3126998746
446	0.3125866992
447	0.3124407518
448	0.3122629973
449	0.3121426697
450	0.3119396976
451	0.3117576061
452	0.3116461801
453	0.3115730267
454	0.3113814575
455	0.3113116143
456	0.3112622642
457	0.3111984084
458	0.3111325419
459	0.3109191784
460	0.3107223999
461	0.3106231792
462	0.3105360612
463	0.31036288
464	0.3103022663
465	0.3100391669
466	0.3099112446
467	0.3096851045
468	0.3096226101
469	0.3094680193
470	0.3093109277
471	0.3091745218
472	0.3090642845
473	0.3089668785
474	0.3088189847
475	0.3087262414
476	0.3086334482
477	0.3084521393
478	0.3083767761
479	0.3082476457
480	0.3079724483
481	0.3078368165
482	0.3076059066
483	0.3075010393
484	0.3074050376
485	0.3071406723
486	0.3069727646
487	0.3068784154
488	0.3068053649
489	0.3067392319
490	0.3065792073
491	0.3064466607
492	0.3061869268
493	0.3060198553
494	0.3058608285
495	0.305694464
496	0.3055288849
497	0.3053402281
498	0.3051885291
499	0.3050875853
500	0.3049458659
501	0.3048437792
502	0.3046630681
503	0.3044174948
504	0.3042141412
505	0.3040488904
506	0.303898245
507	0.303801118
508	0.3036848444
509	0.3035700467
510	0.3034683189
511	0.3032785559
512	0.303187763
513	0.3029743656
514	0.3028446758
515	0.3027864571
516	0.3025646547
517	0.3024227158
518	0.3022671309
519	0.3021116485
520	0.3020064634
521	0.3018372043
522	0.3016716825
523	0.3015794961
524	0.3013567555
525	0.3011206751
526	0.3009484323
527	0.3008608958
528	0.3006739544
529	0.3004611159
530	0.3003174118
531	0.3001776478
532	0.3000824705
533	0.2999536958
534	0.2998237032
535	0.2997027466
536	0.2995237424
537	0.2993525624
538	0.2992408176
539	0.2991058732
540	0.2989954426
541	0.2987889449
542	0.2986675876
543	0.2986013147
544	0.2984389864
545	0.2982601922
546	0.2980913669
547	0.2979694803
548	0.2978476986
549	0.2976356724
550	0.2974201446
551	0.2972455625
552	0.2971342964
553	0.2970019015
554	0.2968941818
555	0.2967322531
556	0.2965595078
557	0.2964785233
558	0.2963367249
559	0.2961417339
560	0.2959634171
561	0.2958061515
562	0.2956694519
563	0.2954523228
564	0.2953058924
565	0.2950730352
566	0.294985238
567	0.2948898952
568	0.2947433744
569	0.2946915965
570	0.2945505523
571	0.2943775652
572	0.2942953288
573	0.2941847425
574	0.2939666902
575	0.2938702617
576	0.2937712972
577	0.2936723527
578	0.2935696388
579	0.293492429
580	0.2933818767
581	0.2932043764
582	0.2930737696
583	0.292914217
584	0.292695856
585	0.2925216675
586	0.2923671525
587	0.2922614218
588	0.2921466991
589	0.2920154632
590	0.2919080091
591	0.2917153521
592	0.2915006539
593	0.2914235927
594	0.2912433971
595	0.2910878122
596	0.2909699477
597	0.2908772428
598	0.2907330597
599	0.2905325792
600	0.2904834985
601	0.2903399149
602	0.2902118852
603	0.2900703205
604	0.2899643267
605	0.2898385186
606	0.2897567632
607	0.2895777317
608	0.2894129767
609	0.2892423703
610	0.2891285573
611	0.2890351216
612	0.2888877642
613	0.2888326757
614	0.2886335218
615	0.2884180899
616	0.288365687
617	0.2882661821
618	0.2881912022
619	0.2881243564
620	0.2880021167
621	0.2878845233
622	0.287779776
623	0.2876799666
624	0.2875007036
625	0.287455936
626	0.2873597193
627	0.2872232123
628	0.2871094313
629	0.2868976513
630	0.2867849616
631	0.2866581279
632	0.2865087281
633	0.2863693732
634	0.2862739898
635	0.2861892876
636	0.2861028384
637	0.2859005409
638	0.2857022531
639	0.2856017284
640	0.2854943505
641	0.2853993098
642	0.2853243356
643	0.2852495931
644	0.2850762875
645	0.2849551079
646	0.2848608912
647	0.2848133137
648	0.2847126176
649	0.2846219567
650	0.2844753424
651	0.2843895504
652	0.2842905104
653	0.284198154
654	0.2841313594
655	0.2840442143
656	0.2838882211
657	0.2837904508
658	0.2836925505
659	0.2836142908
660	0.2835189569
661	0.2833899459
662	0.2832713294
663	0.2831804054
664	0.2830841904
665	0.2829347046
666	0.2827834091
667	0.2826207562
668	0.2825136544
669	0.282403789
670	0.2823210467
671	0.2822609444
672	0.2820440411
673	0.2819911053
674	0.28183222
675	0.2816633961
676	0.2815574938
677	0.2814669315
678	0.2813444094
679	0.2812062403
680	0.2811491986
681	0.2810465622
682	0.2809416384
683	0.2808173025
684	0.2807499135
685	0.2807066595
686	0.2806418724
687	0.28048552
688	0.28040055
689	0.2802855592
690	0.2800983285
691	0.2800534555
692	0.2799746577
693	0.2799324235
694	0.2799022203
695	0.2798530921
696	0.2797860445
697	0.2797402383
698	0.2796321367
699	0.2795365129
700	0.2794265929
701	0.2793620213
702	0.279311209
703	0.279150063
704	0.2790640305
705	0.2789872871
706	0.2789180952
707	0.2787150842
708	0.2785338557
709	0.2784450165
710	0.2783661417
711	0.2782357636
712	0.2781566756
713	0.2780842892
714	0.2779381243
715	0.2777892845
716	0.2775797934
717	0.2774745586
718	0.2773145594
719	0.2772948442
720	0.2771284601
721	0.2770871192
722	0.2770034133
723	0.2768728436
724	0.2767747761
725	0.2767056522
726	0.2765862072
727	0.2763791985
728	0.2762083929
729	0.2760245212
730	0.27583953
731	0.2757933071
732	0.2755848453
733	0.2754713107
734	0.2753840506
735	0.2753131481
736	0.2752756173
737	0.2751535659
738	0.2750950275
739	0.2750032151
740	0.2748396334
741	0.27474746
742	0.274707904
743	0.2746094782
744	0.2745066161
745	0.2743669421
746	0.2742948414
747	0.274214023
748	0.2740786116
749	0.2740139625
750	0.2738294401
751	0.2737499504
752	0.2736470701
753	0.2735422181
754	0.2734855127
755	0.2732813247
756	0.2731870483
757	0.2730721841
758	0.2730203392
759	0.2729403444
760	0.2728075142
761	0.2727376917
762	0.2725932012
763	0.2725100098
764	0.2723490933
765	0.2722279551
766	0.2722105466
767	0.2720569872
768	0.2719890222
769	0.271896435
770	0.2718443975
771	0.2717985144
772	0.2716615302
773	0.2715867202
774	0.2714809669
775	0.271441724
776	0.2712786215
777	0.2711823895
778	0.2710765554
779	0.2709514345
780	0.2707663911
781	0.2706736394
782	0.2705647529
783	0.2703654705
784	0.2702813768
785	0.2701820172
786	0.2699663408
787	0.2698745444
788	0.2697936783
789	0.2697221074
790	0.2696305916
791	0.269514395
792	0.2694283482
793	0.2693016343
794	0.2691469952
795	0.2690764773
796	0.2689483821
797	0.2688592208
798	0.2688221157
799	0.2687593933
800	0.2686876775
801	0.2686446246
802	0.2685753255
803	0.2684770223
804	0.2683849712
805	0.2682685278
806	0.2681618643
807	0.268066909
808	0.267987202
809	0.2679164439
810	0.2678305612
811	0.2677042364
812	0.2676278477
813	0.2675680545
814	0.2674486257
815	0.2673646231
816	0.2672649318
817	0.2672092937
818	0.2671097721
819	0.26697171
820	0.2669112554
821	0.2667369228
822	0.2666820878
823	0.2666582775
824	0.2666039535
825	0.2665038987
826	0.2663946232
827	0.2663118551
828	0.2662605975
829	0.2660920337
830	0.2659910965
831	0.2658884267
832	0.2658136037
833	0.2656209338
834	0.2655279852
835	0.2654539222
836	0.2653666845
837	0.2653167424
838	0.265210109
839	0.2651704625
840	0.265078387
841	0.2649525637
842	0.2648922358
843	0.2647625442
844	0.2645755994
845	0.2644367281
846	0.2643056988
847	0.2642752808
848	0.2642351426
849	0.2641733398
850	0.2640718722
851	0.2639902124
852	0.2639226565
853	0.2638340727
854	0.2636825433
855	0.2635641357
856	0.2634290669
857	0.2633408877
858	0.2632717257
859	0.2631476243
860	0.2630256636
861	0.2629107269
862	0.2627397857
863	0.2625446715
864	0.2624341297
865	0.2623100303
866	0.2622723768
867	0.2621488271
868	0.2620584127
869	0.2619652509
870	0.2618151144
871	0.2617671762
872	0.2617033702
873	0.261654179
874	0.2614996543
875	0.2613366986
876	0.2612578009
877	0.261198912
878	0.2610871512
879	0.2609677508
880	0.260924502
881	0.260790057
882	0.2606828286
883	0.2606467062
884	0.2605923997
885	0.2605253571
886	0.260453265
887	0.2603947531
888	0.2601981045
889	0.260155507
890	0.2600786808
891	0.2598939085
892	0.2597409467
893	0.259700445
894	0.2596236254
895	0.2594800928
896	0.2594208938
897	0.2593652274
898	0.2592527688
899	0.2591645055
900	0.2589967615
901	0.2589290937
902	0.2587560057
903	0.258609006
904	0.2585784967
905	0.2584397374
906	0.2582874406
907	0.2582279515
908	0.2581269861
909	0.258041531
910	0.2578698837
911	0.2578120498
912	0.2577322012
913	0.2575852072
914	0.257458464
915	0.2574090719
916	0.2573724435
917	0.2573085709
918	0.2572356887
919	0.2570993139
920	0.256931855
921	0.2568572937
922	0.2567821213
923	0.2567162279
924	0.2566810873
925	0.2565132082
926	0.256372845
927	0.256273499
928	0.2562272596
929	0.2561343809
930	0.255954117
931	0.2558266384
932	0.2557536281
933	0.2555898225
934	0.255542833
935	0.2554712241
936	0.2554185129
937	0.2552743348
938	0.2551380871
939	0.2550720084
940	0.2550199048
941	0.2549645407
942	0.2548902382
943	0.2548457715
944	0.2546900226
945	0.254601692
946	0.2545148866
947	0.2544346658
948	0.2543186955
949	0.2541375895
950	0.2540692836
951	0.2540016028
952	0.2539408301
953	0.2538571983
954	0.253749034
955	0.2536588317
956	0.2535189571
957	0.2534095896
958	0.2533133655
959	0.253207256
960	0.2531178378
961	0.2530625506
962	0.2529936266
963	0.2529539156
964	0.2528337243
965	0.2527435403
966	0.2526805642
967	0.2526119603
968	0.2525226993
969	0.2524074864
970	0.2523540574
971	0.2523097671
972	0.2521139084
973	0.2520432423
974	0.2520059945
975	0.2519307203
976	0.2518835925
977	0.2517700978
978	0.2517183699
979	0.2516721918
980	0.2515676291
981	0.251476588
982	0.2513625396
983	0.2512065068
984	0.2511052268
985	0.2510067131
986	0.2509655169
987	0.2507985696
988	0.2506538628
989	0.2506390479
990	0.25055903
991	0.2505239101
992	0.2504224825
993	0.2502588366
994	0.2501649891
995	0.2500943684
996	0.2499837365
997	0.24990289
998	0.2498420322
999	0.2496856007
1000	0.249618165
1001	0.2494890962
1002	0.2493337241
1003	0.2492047351
1004	0.2491656669
1005	0.2490913722
1006	0.2489837231
1007	0.2488603492
1008	0.2488362275
1009	0.2487477105
1010	0.2486295505
1011	0.2485354087
1012	0.2484211693
1013	0.2483416814
1014	0.2482201633
1015	0.2481048716
1016	0.2480244902
1017	0.2479088179
1018	0.2478452826
1019	0.2478100504
1020	0.2477390225
1021	0.2475495034
1022	0.2475157266
1023	0.2474009551
1024	0.2472922385
1025	0.2472077763
1026	0.2471254049
1027	0.2470130145
1028	0.2469762991
1029	0.2468509639
1030	0.2468255245
1031	0.2467160571
1032	0.2466218988
1033	0.2465669294
1034	0.2464908085
1035	0.2463883694
1036	0.2462385634
1037	0.2460677837
1038	0.2460032138
1039	0.2459781729
1040	0.2458727136
1041	0.2457941155
1042	0.2457373135
1043	0.2457111694
1044	0.2456575607
1045	0.2455787808
1046	0.2453901939
1047	0.2453402206
1048	0.2452574701
1049	0.2451832185
1050	0.2450918127
1051	0.245017639
1052	0.2448780641
1053	0.2448140154
1054	0.2447204633
1055	0.2446789807
1056	0.2445731811
1057	0.2445188362
1058	0.2443325652
1059	0.2442565957
1060	0.244157682
1061	0.2440864702
1062	0.2439881994
1063	0.2439035443
1064	0.2438263648
1065	0.2437782259
1066	0.2436660129
1067	0.2435761623
1068	0.2434601842
1069	0.2433588935
1070	0.2432862115
1071	0.2432150981
1072	0.2431334491
1073	0.2429921287
1074	0.2428834526
1075	0.2428110676
1076	0.2427814107
1077	0.2427139262
1078	0.2426431317
1079	0.2425407652
1080	0.2425236607
1081	0.2424636387
1082	0.2423502311
1083	0.2423199738
1084	0.2422729804
1085	0.2421820328
1086	0.242057861
1087	0.2420103659
1088	0.2419001786
1089	0.2418361711
1090	0.2417310307
1091	0.2415893608
1092	0.2415296443
1093	0.241466422
1094	0.2414097226
1095	0.2413465034
1096	0.2413124376
1097	0.2412354406
1098	0.241153598
1099	0.241055153
1100	0.2409582083
1101	0.2408912869
1102	0.2408377928
1103	0.2407715033
1104	0.2407116425
1105	0.2406423118
1106	0.240549273
1107	0.2404931377
1108	0.2403562016
1109	0.2402830709
1110	0.240213692
1111	0.240069876
1112	0.2400110313
1113	0.2399317979
1114	0.2398783328
1115	0.2398344821
1116	0.2397587708
1117	0.239726245
1118	0.2396506076
1119	0.2395542714
1120	0.2394558447
1121	0.2393894049
1122	0.2392278541
1123	0.2391999644
1124	0.2391691919
1125	0.2391378967
1126	0.2390710184
1127	0.2389862102
1128	0.2389368773
1129	0.2388555872
1130	0.2388023631
1131	0.2386741121
1132	0.2385266466
1133	0.2384026407
1134	0.2382736009
1135	0.2381367827
1136	0.2380482574
1137	0.2380167243
1138	0.2379116889
1139	0.2378809936
1140	0.2378035342
1141	0.2377365246
1142	0.2376867308
1143	0.2375769417
1144	0.2374445423
1145	0.2373802416
1146	0.2373015503
1147	0.2372411464
1148	0.2371784858
1149	0.237075777
1150	0.2369389291
1151	0.2368881687
1152	0.2368071535
1153	0.236763635
1154	0.2367098059
1155	0.2366558789
1156	0.236504654
1157	0.2363029682
1158	0.2362438699
1159	0.2361749989
1160	0.2360676186
1161	0.2360294852
1162	0.2359124044
1163	0.2358040126
1164	0.2356927429
1165	0.2356173108
1166	0.2354864115
1167	0.2354355764
1168	0.2353721273
1169	0.2352481674
1170	0.2352281665
1171	0.2350910756
1172	0.234997512
1173	0.2349482188
1174	0.23489849
1175	0.2347840208
1176	0.234689568
1177	0.2345900839
1178	0.2344420238
1179	0.2344122654
1180	0.2343335941
1181	0.2342929904
1182	0.2342330669
1183	0.2341359185
1184	0.2340404448
1185	0.2339320028
1186	0.2338476737
1187	0.2337612862
1188	0.2336173686
1189	0.2334977234
1190	0.2334556891
1191	0.2333610752
1192	0.2332980963
1193	0.2332587719
1194	0.2331696847
1195	0.233013921
1196	0.2329393579
1197	0.2328627545
1198	0.2328089385
1199	0.2327354937
1200	0.2326593749
1201	0.2325138925
1202	0.2324193566
1203	0.2323970621
1204	0.2323134942
1205	0.232268553
1206	0.2321526048
1207	0.232106461
1208	0.2320267963
1209	0.2319088401
1210	0.231777723
1211	0.2316869434
1212	0.2315881851
1213	0.2315244158
1214	0.2314619995
1215	0.2312904254
1216	0.2312245833
1217	0.2312046543
1218	0.2311344145
1219	0.2310446456
1220	0.2310178603
1221	0.2309357735
1222	0.2309128083
1223	0.2308400884
1224	0.2308104784
1225	0.2307583905
1226	0.2306185679
1227	0.2305332032
1228	0.2304860176
1229	0.2304123978
1230	0.2302985254
1231	0.2301176446
1232	0.2300941129
1233	0.2300291592
1234	0.2300018751
1235	0.2299583052
1236	0.2298827876
1237	0.2298330512
1238	0.2297990705
1239	0.2297650011
1240	0.2296674997
1241	0.2295719567
1242	0.2294932158
1243	0.2294184349
1244	0.2293151482
1245	0.2292299837
1246	0.2291632948
1247	0.2290571489
1248	0.2290111224
1249	0.2289707057
1250	0.2288875529
1251	0.2288020721
1252	0.2286651915
1253	0.2285438389
1254	0.2284975642
1255	0.2283950836
1256	0.2283689817
1257	0.2282231291
1258	0.2281244703
1259	0.228057138
1260	0.2279859254
1261	0.2279439363
1262	0.2278474645
1263	0.2277746126
1264	0.2277127094
1265	0.2275969165
1266	0.227535108
1267	0.2275098809
1268	0.2274075199
1269	0.2272782869
1270	0.2272252107
1271	0.2270842741
1272	0.2269406623
1273	0.2268148355
1274	0.2266731394
1275	0.2265603472
1276	0.2265133101
1277	0.2264829112
1278	0.2264325839
1279	0.2264083851
1280	0.2263502599
1281	0.2262766709
1282	0.2261659274
1283	0.226135233
1284	0.2260795388
1285	0.2259908623
1286	0.2259078581
1287	0.2258465999
1288	0.2258086912
1289	0.2257535839
1290	0.2257429662
1291	0.2256996225
1292	0.2256347813
1293	0.225607915
1294	0.2255165588
1295	0.2254362156
1296	0.2253688153
1297	0.2253225795
1298	0.2251899026
1299	0.2250983921
